"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"22",-16.46662416,-2.763945186,5.245592655,22.93872493,11.02237067,-0.024954089,-7.130174418,37.64561986,20.46092764,-6.929982074,9.422195964,19.22379042,3.696659058,3.933545452,1.707810327,3.990673901,16.43461968,-19.04047143,-29.07732432,15.2844889,12.95319563,0,5.74889296,3.395240732,15.43401379,-6.64121962,-19.74773562,7.858936234,-2.294369107,-22.55975815,-5.475117065,3.822642403,-25.83721348,8.603951754,-8.207478608,-0.188559385,10.41355856,5.590080307
"23",-14.5737162,-10.49160317,9.091254821,13.13126967,4.844794152,-12.1726948,-13.74195139,34.29853174,17.13225583,-12.53597676,-9.400356578,16.4102642,3.284335966,-17.26781172,-3.155548345,4.548406443,31.11158097,-7.318763761,-7.987242446,7.470231388,12.72684049,5.74889296,0,0.111498978,22.08557507,11.29190326,-17.71637215,-3.933991127,-2.84261468,-0.573360387,-5.59961435,5.029132896,59.976841295,12.0406261,-2.883093299,-4.522987365,-3.640807019,-10.4754615095
"24",0.956959524,8.058884615,7.130596637,22.5055494,-5.124067005,-6.419117723,-7.056699596,42.36548126,8.084234297,-4.434959738,-11.25304566,24.63964295,2.761794919,-8.031820198,-2.220348891,2.420622444,28.43135492,-8.19848652,-15.79526144,-10.26009055,16.50208313,3.395240732,0.111498978,0,18.75343441,-0.916445312,-11.86178847,11.08430597,12.12582631,-9.004606746,-7.198627001,1.271915878,2.180026234,8.618847316,6.481836608,-0.167024828,-0.518854633,3.968894795
"25",6.877591215,6.928313678,19.9543678,56.87485083,20.47515367,19.40428736,4.821455146,56.92641316,49.61409943,-0.119382165,10.03151198,47.34442041,11.94561077,5.763741367,5.067260649,28.39515721,58.28508027,18.38020477,-4.623336845,19.455189,30.820174185,15.43401379,22.08557507,18.75343441,0,29.67300707,-12.62806223,30.12878538,22.1260514,-2.029860089,7.138885044,21.18513113,13.32260584,18.6708997,32.69924727,17.98116366,10.40998998,19.8264716
"26",-0.374344648,10.21763578,5.006018425,27.91776764,11.26617745,-11.09833158,-10.06942914,44.17722855,19.89903226,-7.185271386,1.947655584,22.84912197,4.006327786,-2.922885508,1.650883217,15.71308083,56.241644305,2.469763557,-1.57809904,7.006186703,19.86313338,-6.64121962,11.29190326,-0.916445312,29.67300707,0,-24.23858389,21.69350126,20.92326198,-4.459780718,0.578392953,16.082512369,-8.392284233,17.23381645,23.97481204,16.07858794,4.345394104,14.67489273
"27",0,-22.77447668,-2.694827624,-0.67486542,-12.43250146,0,0,15.85828692,0,-19.22260651,0,-3.211574446,0,-24.37481524,0,-2.452649064,-2.930481586,0,0,0,-8.652099811,-19.74773562,-17.71637215,-11.86178847,-12.62806223,-24.23858389,0,0,-4.443887966,0,-25.00545046,-3.221487713,-34.21970381,0,0,0,-10.08155517,0.908467584
"28",0,-2.10631869,10.22566745,-0.172008744,3.077142016,0,0,51.96863126,0,-5.761763953,0,29.38236,0,-17.56400238,0,-5.088876639,44.74681055,0,0,0,28.6569063,7.858936234,-3.933991127,11.08430597,30.12878538,21.69350126,0,0,8.631546361,0,-12.21873278,0.443245293,3.434487895,0,0,0,10.37497465,9.877601391
"29",-6.245195086,-11.59020276,7.215538936,36.87698726,1.136032484,-0.555141023,-3.885033928,47.84534611,6.19826361,-2.628099968,8.596142966,37.16879127,30.23540886,-14.47538408,7.479853203,12.83024918,62.69581502,-15.73853283,-11.54436348,18.98141705,40.30703362,-2.294369107,-2.84261468,12.12582631,22.1260514,20.92326198,-4.443887966,8.631546361,0,-16.71873555,14.53549672,7.441131044,-6.771502583,15.78240893,8.306245512,7.460536048,6.668161252,18.84849908
"30",0,-6.582623677,5.652250385,11.58051482,11.5858005,0,0,39.68598911,0,-13.48023349,0,17.72507981,0,-18.13081596,0,8.337980768,25.47652962,0,0,0,9.428332732,-22.55975815,-0.573360387,-9.004606746,-2.029860089,-4.459780718,0,0,-16.71873555,0,-5.28635542,2.256047293,-29.84824188,0,0,0,-3.950777377,1.432400743
"31",-13.81534377,2.735996957,-6.000398286,1.559929452,-12.18622651,-20.72438161,-3.301070463,12.2339626,5.380538143,-18.95008123,-15.29786353,-2.257154012,-10.0797683,-8.422196512,-10.47691726,0.941753313,-1.253803208,-3.263749395,1.656346084,-32.89159201,3.294979889,-5.475117065,-5.59961435,-7.198627001,7.138885044,0.578392953,-25.00545046,-12.21873278,14.53549672,-5.28635542,0,-5.681687192,-7.361379537,-4.813212408,0.95587232,-5.44181107,-18.07968202,-8.251372237
"32",2.082310176,3.756533031,-0.626435798,13.91173227,0.4992391,5.695108404,0.808875706,23.54768121,10.87418112,0.720141555,-2.036964087,16.80567643,4.569778444,6.834626773,-4.24258743,5.443011399,22.24450212,1.199822329,-1.031290676,0.409406759,24.36712124,3.822642403,5.029132896,1.271915878,21.18513113,16.082512369,-3.221487713,0.443245293,7.441131044,2.256047293,-5.681687192,0,7.432574779,-2.977936625,-0.270805709,2.604715446,1.117749047,3.411699284
"33",-17.96614029,1.115400265,2.423487975,22.24472167,0.238133815,4.523759783,-0.019538333,12.5673845,-11.96595315,-11.89639077,-0.185936484,-9.579302695,-3.522124658,-3.986723154,-0.763086804,4.867554616,6.005303906,-5.98966918,-4.572229584,9.692913781,0.121417634,-25.83721348,59.976841295,2.180026234,13.32260584,-8.392284233,-34.21970381,3.434487895,-6.771502583,-29.84824188,-7.361379537,7.432574779,0,-7.742677237,-51.81234071,-1.346435171,8.430885402,8.6891659025
"34",0,-20.57774761,1.525824369,14.12689082,0.558329438,0,0,27.20024806,0,-2.24043516,0,32.12638544,0,-5.569631965,0,10.0465601,26.61682989,0,0,0,29.40647247,8.603951754,12.0406261,8.618847316,18.6708997,17.23381645,0,0,15.78240893,0,-4.813212408,-2.977936625,-7.742677237,0,0,0,7.674413562,2.991377196
"35",0,-31.81536286,-0.715024317,21.06278538,4.51197971,0,0,42.18423999,0,-20.29283824,0,42.3579718,0,-28.62431489,0,13.08406127,33.08985674,0,0,0,10.28240512,-8.207478608,-2.883093299,6.481836608,32.69924727,23.97481204,0,0,8.306245512,0,0.95587232,-0.270805709,-51.81234071,0,0,0,4.47355371,4.629557961
"36",0,-2.38539239,3.382661424,14.9718237,-2.567892115,0,0,53.84310556,0,-4.391422366,0,34.26409169,0,-15.41936663,0,5.237040929,44.24021216,0,0,0,31.50647277,-0.188559385,-4.522987365,-0.167024828,17.98116366,16.07858794,0,0,7.460536048,0,-5.44181107,2.604715446,-1.346435171,0,0,0,3.330779236,10.65710216
"37",-8.398048463,1.601934317,4.416866718,20.0076554,-0.472811029,8.504959585,3.969061749,12.48648607,15.14782236,-25.94683162,9.89044371,16.20687435,10.27511559,-7.712031573,0.137725023,15.29045291,14.32521296,1.45626137,-3.45291067,11.34832909,17.42016365,10.41355856,-3.640807019,-0.518854633,10.40998998,4.345394104,-10.08155517,10.37497465,6.668161252,-3.950777377,-18.07968202,1.117749047,8.430885402,7.674413562,4.47355371,3.330779236,0,10.79337324
"38",3.6292724,1.066912294,26.649056395,22.42661342,-3.359921649,19.40682201,6.366250764,39.556926925,5.418211491,-7.508786888,11.16793224,21.94775464,18.18567062,6.963550415,17.871104105,11.79516371,34.52902977,6.653447579,6.96963184,4.23645538,26.08727601,5.590080307,-10.4754615095,3.968894795,19.8264716,14.67489273,0.908467584,9.877601391,18.84849908,1.432400743,-8.251372237,3.411699284,8.6891659025,2.991377196,4.629557961,10.65710216,10.79337324,0
