drug_a_name,drug_b_name,cell_line,synergy,fold
5-FU,DASATINIB,DLD1,21.43309088,0
5-FU,DASATINIB,EFM192B,3.842383406,0
5-FU,DASATINIB,ES2,17.69019535,0
5-FU,DASATINIB,HCT116,-7.819271786,0
5-FU,DASATINIB,HT144,-22.97327812,0
5-FU,DASATINIB,HT29,17.06698076,0
5-FU,DASATINIB,KPL1,3.446811911,0
5-FU,DASATINIB,LNCAP,0.242507366,0
5-FU,DASATINIB,LOVO,21.38558819,0
5-FU,DASATINIB,MDAMB436,18.71869688,0
5-FU,DASATINIB,MSTO,17.56299065,0
5-FU,DASATINIB,NCIH1650,23.23497071,0
5-FU,DASATINIB,NCIH2122,-31.1947196,0
5-FU,DASATINIB,NCIH23,11.55914675,0
5-FU,DASATINIB,NCIH460,21.6687261,0
5-FU,DASATINIB,NCIH520,42.73505144,0
5-FU,DASATINIB,OCUBM,-6.043503552,0
5-FU,DASATINIB,OV90,0.433034774,0
5-FU,DASATINIB,OVCAR3,57.03314711,0
5-FU,DASATINIB,PA1,33.90828352,0
5-FU,DASATINIB,RKO,17.31163283,0
5-FU,DASATINIB,RPMI7951,19.06355103,0
5-FU,DASATINIB,SKMEL30,-4.618694814,0
5-FU,DASATINIB,SKMES1,2.981820492,0
5-FU,DASATINIB,SKOV3,1.304656068,0
5-FU,DASATINIB,SW620,30.44463084,0
5-FU,DASATINIB,SW837,15.87733689,0
5-FU,DASATINIB,T47D,18.86560141,0
5-FU,DASATINIB,UACC62,12.12396034,0
5-FU,DASATINIB,UWB1289BRCA1,7.67336012,0
5-FU,DASATINIB,UWB1289,3.765899685,0
5-FU,DASATINIB,VCAP,21.45572644,0
5-FU,DASATINIB,ZR751,5.114279433,0
5-FU,DINACICLIB,A2058,4.331695207,0
5-FU,DINACICLIB,A2780,-8.161128639,0
5-FU,DINACICLIB,A375,-5.415934201,0
5-FU,DINACICLIB,A427,-7.747473682,0
5-FU,DINACICLIB,CAOV3,-14.34742589,0
5-FU,DINACICLIB,COLO320DM,4.807550051,0
5-FU,DINACICLIB,DLD1,-3.641267266,0
5-FU,DINACICLIB,EFM192B,0.312106832,0
5-FU,DINACICLIB,ES2,3.407184558,0
5-FU,DINACICLIB,HCT116,2.91890147,0
5-FU,DINACICLIB,HT144,-3.477422217,0
5-FU,DINACICLIB,HT29,-2.539408744,0
5-FU,DINACICLIB,KPL1,0.007355464,0
5-FU,DINACICLIB,LNCAP,-0.848044466,0
5-FU,DINACICLIB,LOVO,-11.87695993,0
5-FU,DINACICLIB,MDAMB436,5.34753412,0
5-FU,DINACICLIB,MSTO,1.110428284,0
5-FU,DINACICLIB,NCIH1650,-2.113223506,0
5-FU,DINACICLIB,NCIH2122,1.218713173,0
5-FU,DINACICLIB,NCIH23,-9.5337023,0
5-FU,DINACICLIB,NCIH460,-7.420980558,0
5-FU,DINACICLIB,NCIH520,-4.321048546,0
5-FU,DINACICLIB,OCUBM,6.785054032,0
5-FU,DINACICLIB,OV90,-5.935579062,0
5-FU,DINACICLIB,OVCAR3,2.706469326,0
5-FU,DINACICLIB,PA1,-5.732865144,0
5-FU,DINACICLIB,RKO,5.62381944,0
5-FU,DINACICLIB,RPMI7951,-5.68699024,0
5-FU,DINACICLIB,SKMEL30,-96.61714003,0
5-FU,DINACICLIB,SKMES1,-3.140341301,0
5-FU,DINACICLIB,SKOV3,-13.89910152,0
5-FU,DINACICLIB,SW620,-4.568071398,0
5-FU,DINACICLIB,SW837,-19.57332293,0
5-FU,DINACICLIB,T47D,-2.721986339,0
5-FU,DINACICLIB,UACC62,3.682573248,0
5-FU,DINACICLIB,UWB1289BRCA1,3.041715286,0
5-FU,DINACICLIB,UWB1289,-0.233190592,0
5-FU,DINACICLIB,VCAP,14.421994,0
5-FU,DINACICLIB,ZR751,-13.58239014,0
5-FU,ERLOTINIB,A2058,9.694285755,0
5-FU,ERLOTINIB,A2780,16.5693311,0
5-FU,ERLOTINIB,A375,13.96439243,0
5-FU,ERLOTINIB,A427,18.42925816,0
5-FU,ERLOTINIB,CAOV3,-7.951635169,0
5-FU,ERLOTINIB,COLO320DM,22.16797341,0
5-FU,ERLOTINIB,DLD1,10.18127129,0
5-FU,ERLOTINIB,EFM192B,10.54345636,0
5-FU,ERLOTINIB,ES2,15.1231625,0
5-FU,ERLOTINIB,HCT116,14.45297793,0
5-FU,ERLOTINIB,HT144,9.559453271,0
5-FU,ERLOTINIB,HT29,11.33747162,0
5-FU,ERLOTINIB,KPL1,-3.015273458,0
5-FU,ERLOTINIB,LNCAP,-6.984395195,0
5-FU,ERLOTINIB,LOVO,12.41733168,0
5-FU,ERLOTINIB,MDAMB436,16.1498979,0
5-FU,ERLOTINIB,MSTO,-45.89376066,0
5-FU,ERLOTINIB,NCIH1650,0.92478625,0
5-FU,ERLOTINIB,NCIH2122,24.45497683,0
5-FU,ERLOTINIB,NCIH23,6.37341014,0
5-FU,ERLOTINIB,NCIH460,17.22484698,0
5-FU,ERLOTINIB,NCIH520,7.235758199,0
5-FU,ERLOTINIB,OCUBM,28.14443856,0
5-FU,ERLOTINIB,OV90,-11.04004585,0
5-FU,ERLOTINIB,OVCAR3,29.20125585,0
5-FU,ERLOTINIB,PA1,11.22320591,0
5-FU,ERLOTINIB,RKO,20.98757258,0
5-FU,ERLOTINIB,RPMI7951,17.00484175,0
5-FU,ERLOTINIB,SKMEL30,13.95488386,0
5-FU,ERLOTINIB,SKMES1,21.28942476,0
5-FU,ERLOTINIB,SKOV3,16.21061763,0
5-FU,ERLOTINIB,SW620,0.494890451,0
5-FU,ERLOTINIB,SW837,17.29938762,0
5-FU,ERLOTINIB,T47D,-3.049710368,0
5-FU,ERLOTINIB,UACC62,17.96898601,0
5-FU,ERLOTINIB,UWB1289BRCA1,22.19123604,0
5-FU,ERLOTINIB,UWB1289,16.44435109,0
5-FU,ERLOTINIB,VCAP,24.41379314,0
5-FU,ERLOTINIB,ZR751,22.8306176,0
5-FU,GELDANAMYCIN,A2058,7.376709238,0
5-FU,GELDANAMYCIN,A2780,0.911963942,0
5-FU,GELDANAMYCIN,A375,7.160975098,0
5-FU,GELDANAMYCIN,A427,3.596798037,0
5-FU,GELDANAMYCIN,CAOV3,-12.98670671,0
5-FU,GELDANAMYCIN,COLO320DM,7.231877045,0
5-FU,GELDANAMYCIN,DLD1,2.433895807,0
5-FU,GELDANAMYCIN,EFM192B,2.620901233,0
5-FU,GELDANAMYCIN,ES2,-5.25702499,0
5-FU,GELDANAMYCIN,HCT116,2.916663442,0
5-FU,GELDANAMYCIN,HT144,5.372215888,0
5-FU,GELDANAMYCIN,HT29,-3.946071269,0
5-FU,GELDANAMYCIN,KPL1,2.330576841,0
5-FU,GELDANAMYCIN,LNCAP,16.30963881,0
5-FU,GELDANAMYCIN,LOVO,-6.353136659,0
5-FU,GELDANAMYCIN,MDAMB436,5.799105229,0
5-FU,GELDANAMYCIN,MSTO,1.459215723,0
5-FU,GELDANAMYCIN,NCIH1650,-6.752269383,0
5-FU,GELDANAMYCIN,NCIH2122,-2.692734853,0
5-FU,GELDANAMYCIN,NCIH23,-9.33481084,0
5-FU,GELDANAMYCIN,NCIH460,-2.446804514,0
5-FU,GELDANAMYCIN,NCIH520,3.513037679,0
5-FU,GELDANAMYCIN,OCUBM,-0.938924849,0
5-FU,GELDANAMYCIN,OV90,0.284508898,0
5-FU,GELDANAMYCIN,OVCAR3,-8.840446825,0
5-FU,GELDANAMYCIN,PA1,-1.794612188,0
5-FU,GELDANAMYCIN,RKO,5.246180398,0
5-FU,GELDANAMYCIN,RPMI7951,-8.084247184,0
5-FU,GELDANAMYCIN,SKMEL30,-80.63896867,0
5-FU,GELDANAMYCIN,SKMES1,2.703605277,0
5-FU,GELDANAMYCIN,SKOV3,-9.188164195,0
5-FU,GELDANAMYCIN,SW620,-2.851271236,0
5-FU,GELDANAMYCIN,SW837,-10.01418099,0
5-FU,GELDANAMYCIN,T47D,30.67999441,0
5-FU,GELDANAMYCIN,UACC62,-1.345401011,0
5-FU,GELDANAMYCIN,UWB1289BRCA1,-7.747059794,0
5-FU,GELDANAMYCIN,UWB1289,-6.752981256,0
5-FU,GELDANAMYCIN,VCAP,14.04451922,0
5-FU,GELDANAMYCIN,ZR751,-15.00928456,0
5-FU,L778123,A2058,9.728264798,0
5-FU,L778123,A2780,8.786606958,0
5-FU,L778123,A375,7.632943658,0
5-FU,L778123,A427,12.32774894,0
5-FU,L778123,CAOV3,-11.24456132,0
5-FU,L778123,COLO320DM,17.75043545,0
5-FU,L778123,DLD1,13.25292423,0
5-FU,L778123,EFM192B,5.159884964,0
5-FU,L778123,ES2,10.11350733,0
5-FU,L778123,HCT116,11.7123653,0
5-FU,L778123,HT144,0.197753628,0
5-FU,L778123,HT29,17.54397425,0
5-FU,L778123,KPL1,2.496732794,0
5-FU,L778123,LNCAP,5.038648038,0
5-FU,L778123,LOVO,3.095071036,0
5-FU,L778123,MDAMB436,6.604912711,0
5-FU,L778123,MSTO,1.034479697,0
5-FU,L778123,NCIH1650,12.21982489,0
5-FU,L778123,NCIH2122,1.491915764,0
5-FU,L778123,NCIH23,4.785807361,0
5-FU,L778123,NCIH460,-0.561759117,0
5-FU,L778123,NCIH520,13.77820507,0
5-FU,L778123,OCUBM,10.93903802,0
5-FU,L778123,OV90,12.2053451,0
5-FU,L778123,OVCAR3,3.602583524,0
5-FU,L778123,PA1,14.5367423,0
5-FU,L778123,RKO,4.778659077,0
5-FU,L778123,RPMI7951,0.773043627,0
5-FU,L778123,SKMEL30,-57.88453337,0
5-FU,L778123,SKMES1,6.079000673,0
5-FU,L778123,SKOV3,8.13068057,0
5-FU,L778123,SW620,4.815796702,0
5-FU,L778123,SW837,-4.457131373,0
5-FU,L778123,T47D,21.15875733,0
5-FU,L778123,UACC62,6.817916204,0
5-FU,L778123,UWB1289BRCA1,12.54763533,0
5-FU,L778123,UWB1289,13.71992559,0
5-FU,L778123,VCAP,12.74042941,0
5-FU,L778123,ZR751,8.12048649,0
5-FU,LAPATINIB,A2058,9.192138149,0
5-FU,LAPATINIB,A2780,8.011124809,0
5-FU,LAPATINIB,A375,7.497787303,0
5-FU,LAPATINIB,A427,-4.179454254,0
5-FU,LAPATINIB,CAOV3,-6.77752803,0
5-FU,LAPATINIB,COLO320DM,3.209346176,0
5-FU,LAPATINIB,DLD1,11.55462668,0
5-FU,LAPATINIB,EFM192B,7.238193014,0
5-FU,LAPATINIB,ES2,5.344512472,0
5-FU,LAPATINIB,HCT116,9.688038389,0
5-FU,LAPATINIB,HT144,4.670574992,0
5-FU,LAPATINIB,HT29,4.533085635,0
5-FU,LAPATINIB,KPL1,-9.537311313,0
5-FU,LAPATINIB,LNCAP,-16.37649722,0
5-FU,LAPATINIB,LOVO,17.4905864,0
5-FU,LAPATINIB,MDAMB436,3.644635579,0
5-FU,LAPATINIB,MSTO,-55.47026432,0
5-FU,LAPATINIB,NCIH1650,0.905817371,0
5-FU,LAPATINIB,NCIH2122,9.956195978,0
5-FU,LAPATINIB,NCIH23,-8.734799525,0
5-FU,LAPATINIB,NCIH460,-2.035012581,0
5-FU,LAPATINIB,NCIH520,-7.263521908,0
5-FU,LAPATINIB,OCUBM,3.696229453,0
5-FU,LAPATINIB,OV90,-9.295070254,0
5-FU,LAPATINIB,OVCAR3,18.01185705,0
5-FU,LAPATINIB,PA1,14.15921887,0
5-FU,LAPATINIB,RKO,11.54453602,0
5-FU,LAPATINIB,RPMI7951,3.318764866,0
5-FU,LAPATINIB,SKMEL30,9.483503745,0
5-FU,LAPATINIB,SKMES1,11.05964102,0
5-FU,LAPATINIB,SKOV3,7.118783779,0
5-FU,LAPATINIB,SW620,-2.41819166,0
5-FU,LAPATINIB,SW837,6.956325429,0
5-FU,LAPATINIB,T47D,14.90928278,0
5-FU,LAPATINIB,UACC62,9.119946303,0
5-FU,LAPATINIB,UWB1289BRCA1,19.00587521,0
5-FU,LAPATINIB,UWB1289,3.884721288,0
5-FU,LAPATINIB,VCAP,10.63255814,0
5-FU,LAPATINIB,ZR751,14.67630666,0
5-FU,MK-2206,A2058,15.9003976,0
5-FU,MK-2206,A2780,18.65621252,0
5-FU,MK-2206,A375,1.462754204,0
5-FU,MK-2206,A427,14.11709974,0
5-FU,MK-2206,CAOV3,41.06914178,0
5-FU,MK-2206,COLO320DM,23.48420717,0
5-FU,MK-2206,DLD1,17.47319506,0
5-FU,MK-2206,EFM192B,-2.225501932,0
5-FU,MK-2206,ES2,0.208379555,0
5-FU,MK-2206,HCT116,4.12342241,0
5-FU,MK-2206,HT144,2.021434937,0
5-FU,MK-2206,HT29,15.70450582,0
5-FU,MK-2206,KPL1,26.86477535,0
5-FU,MK-2206,LNCAP,8.305991954,0
5-FU,MK-2206,LOVO,0.848530544,0
5-FU,MK-2206,MDAMB436,11.60537383,0
5-FU,MK-2206,MSTO,-35.31198822,0
5-FU,MK-2206,NCIH1650,12.96089082,0
5-FU,MK-2206,NCIH2122,14.51823605,0
5-FU,MK-2206,NCIH23,3.929903891,0
5-FU,MK-2206,NCIH460,16.58359358,0
5-FU,MK-2206,NCIH520,12.9538647,0
5-FU,MK-2206,OCUBM,0.75155171,0
5-FU,MK-2206,OV90,6.205835326,0
5-FU,MK-2206,OVCAR3,16.36791509,0
5-FU,MK-2206,PA1,22.84385673,0
5-FU,MK-2206,RKO,21.99868299,0
5-FU,MK-2206,RPMI7951,13.79249022,0
5-FU,MK-2206,SKMEL30,9.528004578,0
5-FU,MK-2206,SKMES1,18.50316129,0
5-FU,MK-2206,SKOV3,12.72593158,0
5-FU,MK-2206,SW620,12.55548781,0
5-FU,MK-2206,SW837,5.172331698,0
5-FU,MK-2206,T47D,5.968610426,0
5-FU,MK-2206,UACC62,16.67190273,0
5-FU,MK-2206,UWB1289BRCA1,21.70836662,0
5-FU,MK-2206,UWB1289,20.75862339,0
5-FU,MK-2206,VCAP,8.882842988,0
5-FU,MK-2206,ZR751,11.56023639,0
5-FU,MK-4827,A2058,6.738059724,0
5-FU,MK-4827,A2780,9.920092422,0
5-FU,MK-4827,A375,-2.191356891,0
5-FU,MK-4827,A427,7.285223049,0
5-FU,MK-4827,CAOV3,-3.746010144,0
5-FU,MK-4827,COLO320DM,7.413877185,0
5-FU,MK-4827,DLD1,0.813739662,0
5-FU,MK-4827,EFM192B,-6.781376309,0
5-FU,MK-4827,ES2,-4.081486949,0
5-FU,MK-4827,HCT116,8.032401845,0
5-FU,MK-4827,HT144,-2.572706421,0
5-FU,MK-4827,HT29,3.280316606,0
5-FU,MK-4827,KPL1,-3.723996971,0
5-FU,MK-4827,LNCAP,-24.4814919,0
5-FU,MK-4827,LOVO,-14.5737162,0
5-FU,MK-4827,MDAMB436,2.565062788,0
5-FU,MK-4827,MSTO,-54.84820211,0
5-FU,MK-4827,NCIH1650,-9.248017329,0
5-FU,MK-4827,NCIH2122,1.855865952,0
5-FU,MK-4827,NCIH23,-10.52634233,0
5-FU,MK-4827,NCIH460,-2.86047703,0
5-FU,MK-4827,NCIH520,4.451442694,0
5-FU,MK-4827,OCUBM,10.33658786,0
5-FU,MK-4827,OV90,-11.5759633,0
5-FU,MK-4827,OVCAR3,-1.837636378,0
5-FU,MK-4827,PA1,4.907207633,0
5-FU,MK-4827,RKO,-0.321869637,0
5-FU,MK-4827,RPMI7951,1.768875356,0
5-FU,MK-4827,SKMEL30,3.766964671,0
5-FU,MK-4827,SKMES1,0.730438428,0
5-FU,MK-4827,SKOV3,-0.060945557,0
5-FU,MK-4827,SW620,4.271393057,0
5-FU,MK-4827,SW837,-12.72451513,0
5-FU,MK-4827,T47D,-9.881815829,0
5-FU,MK-4827,UACC62,1.33186452,0
5-FU,MK-4827,UWB1289BRCA1,8.415877709,0
5-FU,MK-4827,UWB1289,0.788089203,0
5-FU,MK-4827,VCAP,10.98857906,0
5-FU,MK-4827,ZR751,3.182154667,0
5-FU,MK-5108,A2058,1.804895456,0
5-FU,MK-5108,A2780,9.260812975,0
5-FU,MK-5108,A375,8.998438366,0
5-FU,MK-5108,A427,3.535028344,0
5-FU,MK-5108,CAOV3,-13.04134069,0
5-FU,MK-5108,COLO320DM,12.58425366,0
5-FU,MK-5108,DLD1,0.923905468,0
5-FU,MK-5108,EFM192B,-0.31414384,0
5-FU,MK-5108,ES2,3.512982746,0
5-FU,MK-5108,HCT116,16.57015644,0
5-FU,MK-5108,HT144,0.796023707,0
5-FU,MK-5108,HT29,12.43049188,0
5-FU,MK-5108,KPL1,3.719550393,0
5-FU,MK-5108,LNCAP,-20.6434715,0
5-FU,MK-5108,LOVO,0.956959524,0
5-FU,MK-5108,MDAMB436,2.81721211,0
5-FU,MK-5108,MSTO,-34.44593587,0
5-FU,MK-5108,NCIH1650,-0.65998377,0
5-FU,MK-5108,NCIH2122,-1.788640257,0
5-FU,MK-5108,NCIH23,-2.774618677,0
5-FU,MK-5108,NCIH460,-5.659480778,0
5-FU,MK-5108,NCIH520,2.77964034,0
5-FU,MK-5108,OCUBM,4.942122479,0
5-FU,MK-5108,OV90,0.710257261,0
5-FU,MK-5108,OVCAR3,10.01743934,0
5-FU,MK-5108,PA1,16.32481002,0
5-FU,MK-5108,RKO,-2.418031889,0
5-FU,MK-5108,RPMI7951,4.42376641,0
5-FU,MK-5108,SKMEL30,14.83857145,0
5-FU,MK-5108,SKMES1,-2.969522572,0
5-FU,MK-5108,SKOV3,8.182855454,0
5-FU,MK-5108,SW620,4.198235212,0
5-FU,MK-5108,SW837,-3.194708892,0
5-FU,MK-5108,T47D,4.929422113,0
5-FU,MK-5108,UACC62,8.186654769,0
5-FU,MK-5108,UWB1289BRCA1,13.88178503,0
5-FU,MK-5108,UWB1289,6.58216986,0
5-FU,MK-5108,VCAP,11.64974134,0
5-FU,MK-5108,ZR751,0.827023538,0
5-FU,MK-8669,A2058,32.33623166,0
5-FU,MK-8669,A2780,16.29531308,0
5-FU,MK-8669,A375,12.7627595,0
5-FU,MK-8669,A427,20.62786482,0
5-FU,MK-8669,CAOV3,8.763442761,0
5-FU,MK-8669,COLO320DM,9.398063655,0
5-FU,MK-8669,DLD1,24.55178995,0
5-FU,MK-8669,EFM192B,20.51728696,0
5-FU,MK-8669,ES2,15.70508042,0
5-FU,MK-8669,HCT116,2.54933057,0
5-FU,MK-8669,HT144,4.915741287,0
5-FU,MK-8669,HT29,11.81057599,0
5-FU,MK-8669,KPL1,11.18820987,0
5-FU,MK-8669,LNCAP,15.99409329,0
5-FU,MK-8669,LOVO,6.877591215,0
5-FU,MK-8669,MDAMB436,17.43632979,0
5-FU,MK-8669,MSTO,-34.43024988,0
5-FU,MK-8669,NCIH1650,15.85989462,0
5-FU,MK-8669,NCIH2122,10.30418191,0
5-FU,MK-8669,NCIH23,21.73781029,0
5-FU,MK-8669,NCIH460,5.018790841,0
5-FU,MK-8669,NCIH520,8.154105366,0
5-FU,MK-8669,OCUBM,23.65827923,0
5-FU,MK-8669,OV90,9.562591922,0
5-FU,MK-8669,OVCAR3,6.725643869,0
5-FU,MK-8669,PA1,41.30121414,0
5-FU,MK-8669,RKO,23.25413422,0
5-FU,MK-8669,RPMI7951,27.33122745,0
5-FU,MK-8669,SKMEL30,28.19210471,0
5-FU,MK-8669,SKMES1,8.516905438,0
5-FU,MK-8669,SKOV3,28.71514833,0
5-FU,MK-8669,SW620,12.13737781,0
